title,text,subject,date
Tearful Zlatan Ibrahimovic 41 retires from football and teases next job as AC Milan legend says emotional goodbye,ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.,news,2023-06-04
Zlatan Ibrahimovic: AC Milan striker to leave Serie A club after Verona game,Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Hellas Verona on Sunday.,news,2023-06-03
Zlatan Ibrahimovic Set to Depart AC Milan After Final Match,(MENAFN) AC Milan announced on Saturday that Zlatan Ibrahimovic will be leaving the club following their last match of the season against Verona. In a statement the Serie A club confirmed that a ... ...... read full story,news,2023-06-04
Milan say Ibrahimovic will not extend contract,Soccer Football - Champions League - Quarter Finals - First Leg - AC Milan v Napoli - San Siro Milan Italy - April 12 2023 AC Milan's Zlatan Ibrahimovic is seen during the match REUTERS/Daniele MascoloJune 3 (Reuters) - Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Milan's Zlatan Ibrahimovic retires from football,Zlatan Ibrahimovic shows his love for AC Milan's fans after announcing his retirement from football. (AP PHOTO)Zlatan Ibrahimovic has announced his retirement from football at the age of 41.FacebookTwitterWhatsappEmailWe care about the protection of your data. Read our Privacy Policy.,news,2023-06-04
Zlatan Ibrahimovic to Depart AC Milan After Last Match of the Season: Club Announcement,Swedish striker Zlatan Ibrahimovic will leave AC Milan aged 41 after the last league match of the season against Hellas Verona on Sunday the Italian club announced on Saturday.« Tomorrow evening after the last match of the season… AC Milan will say goodbye to Zlatan Ibrahimovic after a brief ceremony ' writes the Milanese club in a press release. ' AC Milan would like to thank Zlatan for the wonderful times we spent together ' continues the club.Ibrahimovic 41 returned to Milan in 2019 and was crowned Italian champion last season.,news,2023-06-03
Zlatan Ibrahimovic breaks down in tears as he confirms retirement from football,Zlatan Ibrahimovic 41 has announced his decision to retire from football after spending the majority of the 22/23 season on the sidelines due to injury,news,2023-06-04
Tearful Ibrahimovic 41 retires from football as Milan legend says goodbye,end of an era Published: 22:38 4 Jun 2023Updated: 22:38 4 Jun 2023ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.Zlatan Ibrahimovic has retired from football aged 41Credit: GettyIbrahimovic appears emotional as he watches on from the sidelinesCredit: Getty— Lega Serie A (@SerieA_EN) June 4 2023 **MORE TO FOLLOW**,news,2023-06-04
Zlatan Ibrahimovic's tears of joy while giving his retirement speech at AC Milan,It's over Zlatan Ibrahimovic. At the age of 41 the Swedish striker announced his retirement from soccer after AC Milan's match against Verona. After a season where he only played four games due to knee problems the 'Rossoneri' decided to put an end to his history in professional soccer with tears of joy.Zlatan Ibrahimovic's tears of joy while giving his retiring speech at AC MilanTwitterThe end of an era for Zlatan IbrahimovicAt the end of the match at San Siro Ibra said. "There are so many memories so many emotions.,sport,2023-06-04
'GODbye': AC Milan bid farewell to Zlatan Ibrahimovic,Published:  16:15 EDT 4 June 2023   |  Updated:  16:16 EDT 4 June 2023    AC Milan Fans  have bid farewell to Zlatan Ibrahmiovic with a huge sign reading 'Godbye' at their final game of the season against Verona.The 41-year-old is not playing in the game as he nurses an injury but will leave the club when his contract expires this summer.It will end a 17-year love affair with the San Siro where Zlatan has spent nine seasons of his career.  He has played for both Milan clubs racking up 159 goals and nine trophies in 229 games.,news,2023-06-04
Tearful Ibrahimovic 41 retires from football as Milan legend says goodbye,end of an era Published: 22:38 4 Jun 2023ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.Zlatan Ibrahimovic has retired from football aged 41Credit: GettyIbrahimovic appears emotional as he watches on from the sidelinesCredit: Getty— Lega Serie A (@SerieA_EN) June 4 2023 **MORE TO FOLLOW**,news,2023-06-04
Zlatan Ibrahimovic bursts into tears at San Siro as AC Milan icon retires at 41,Zlatan Ibrahimovic: The iconic Swede has decided to retire. (Image: Twitter/Lega Serie A)Zlatan Ibrahimovic struggled to hold back his tears after announcing his decision to retire from football at the age of 41 following AC Milan's final game of the season on Sunday. The iconic Swede who played for two seasons in the Premier League with Manchester United is finally set to hang up his boots after a remarkable career that spanned across three decades and saw him collect domestic titles with five different clubs.,sport,2023-06-04
‘The time has come to say goodbye' – Zlatan Ibrahimovic retires aged 41,Zlatan Ibrahimovic has announced his retirement from football at the age of 41.The AC Milan striker made the announcement on the San Siro pitch following his club's final game of the Serie A season.'I have many memories and many emotions in here' the Sweden international said.You bow to no one King ??@Ibra_official #SempreMilan pic.twitter.com/R90EnbEoTp— AC Milan (@acmilan) June 4 2023 'The first time I arrived here you gave me happiness. The second time love. I will be a Milan fan for life.,news,2023-06-04
Clarification arrives regarding LED board message for Ibrahimovic,We have received clarification regarding the photo circulating on social media regarding a potential farewell for Zlatan Ibrahimovic.There has been speculation over the past couple of weeks that the game against Verona could be Ibrahimovic's last in a Milan shirt and he will not take part due to a calf injury.Twitter user Rácz Viktor did a stadium tour on Friday and got a glimpse of the LED boards which read ‘GodBye Zlatan'.However the photo circulating regarding the board message to Zlatan Ibrahimovic was just a test made days ago the club have told us.,news,2023-06-03
Ibrahimovic to leave AC Milan with future unclear,Zlatan Ibrahimovic is to leave AC Milan after Sunday's final Serie A match. (EPA PHOTO)Zlatan Ibrahimovic 41 is leaving AC Milan and will bid goodbye in the Serie A season finale on Sunday.FacebookTwitterWhatsappEmailWe care about the protection of your data. Read our Privacy Policy.,news,2023-06-03
‘The time has come to say goodbye' – Zlatan Ibrahimovic retires aged 41,Zlatan Ibrahimovic has announced his retirement from football at the age of 41.The AC Milan striker made the announcement on the San Siro pitch following his club's final game of the Serie A season.'I have many memories and many emotions in here' the Sweden international said.'The first time I arrived here you gave me happiness. The second time love. I will be a Milan fan for life.'The time has come to say goodbye to football but not to you. See you around if you're lucky. Forza Milan and goodbye.,news,2023-06-04
Zlatan Ibrahimovic retires: Football icon breaks down in tears as he makes announcement,Published: 22:38 4 Jun 2023Updated: 22:50 4 Jun 2023Zlatan Ibrahimovic has retired from football with immediate effect aged 41. The football icon cut a tearful figure as he made the announcement following AC Milan's final match of the 2022/23 Serie A season. Ibrahmimovic was in tears as the announcement was madeHe told the San Siro crowd: "The time has come to say goodbye."For the latest on this and other breaking news stories listen to talkSPORT,news,2023-06-04
Zlatan Ibrahimovic announces retirement from football after AC Milan exit,Zlatan Ibrahimovic has announced his immediate retirement from football.Manchester United news exclusives and analysis Privacy PolicyIn his speech at San Siro on Sunday evening Ibrahimovic said: ‘So many memories and emotions inside this stadium.‘The first time I arrived you gave me happiness the second time you gave me love. I want to thank my family and those close to me for their patience. I want to thank my second family. The players the coach and his staff for the responsibility they gave me.,news,2023-06-04
AC Milan Makes Huge Decision On Zlatan Ibrahimovic's Future,Zlatan Ibrahimovic is one of the most legendary strikers in soccer history and he is still going strong at age 41 in the Serie A for AC Milan. Despite that it looks like Ibrahimovic's future with Milan will be coming to an end soon as it's been reported that his contract will not be renewed after the season meaning Ibra will have to find a new club if he intends to continue playing soccer.Ibrahimovic's second stint with Milan hasn't been nearly as fruitful as his first but he was still a productive player for them up until this season.,sport,2023-06-03
Milan say Ibrahimovic will not extend contract,Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Zlatan Ibrahimovic retires from football and breaks down in tears on the pitch,Zlatan Ibrahimovic has retired from professional football at the age of 41 and he broke down in tears after receiving a spine-tingling reception from his AC Milan teammates.The striker announced he would be calling time on his legendary 24-year career following Milan's final Serie A game of the season against Hellas Verona.Ibrahimovic said per Goal: "The first time we arrived in Milan you gave me happiness the second time you gave me love. From my heart I want to thank you fans."You welcomed me with open arms you made me feel at home.,news,2023-06-04
‘The time has come to say goodbye' – Zlatan Ibrahimovic retires aged 41,Zlatan Ibrahimovic has announced his retirement from football at the age of 41.The AC Milan striker made the announcement on the San Siro pitch following his club's final game of the Serie A season.'I have many memories and many emotions in here' the Sweden international said.You bow to no one King 👑🥹@Ibra_official #SempreMilan pic.twitter.com/R90EnbEoTp— AC Milan (@acmilan) June 4 2023'The first time I arrived here you gave me happiness. The second time love. I will be a Milan fan for life.,news,2023-06-04
Ibrahimovic to leave Milan at season's end: club,Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Verona the Serie A club said on Saturday."Tomorrow (Sunday) evening after the final game of the season... AC Milan will say goodbye to Zlatan Ibrahimovic with a brief ceremony" Milan said in a statement."AC Milan would like to thank Zlatan for the magnificent time that we have spent together."Ibrahimovic was a key figure in Milan's resurgence to the top of Italian football after his return to the club as a free agent in late 2019 helping to bring them back from the doldrums and eventually win Serie A last season.,news,2023-06-03
‘The time has come to say goodbye' – Zlatan Ibrahimovic retires aged 41,Zlatan Ibrahimovic has announced his retirement from football at the age of 41.The AC Milan striker made the announcement on the San Siro pitch following his club's final game of the Serie A season.'I have many memories and many emotions in here' the Sweden international said.You bow to no one King 👑🥹@Ibra_official #SempreMilan pic.twitter.com/R90EnbEoTp— AC Milan (@acmilan) June 4 2023'The first time I arrived here you gave me happiness. The second time love. I will be a Milan fan for life.,world,2023-06-04
Soccer-Milan say Ibrahimovic will not extend contract,(Reuters) – Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Ibrahimovic to leave Milan at season's end: club,Milan (AFP) – Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Verona the Serie A club said on Saturday.Advertising Read more"Tomorrow (Sunday) evening after the final game of the season... AC Milan will say goodbye to Zlatan Ibrahimovic with a brief ceremony" Milan said in a statement."AC Milan would like to thank Zlatan for the magnificent time that we have spent together."Ibrahimovic was a key figure in Milan's resurgence to the top of Italian football after his return to the club as a free agent in late 2019 helping to bring them back from the doldrums and eventually win Serie A last season.,business,2023-06-03
Soccer-Milan say Ibrahimovic will not extend contract,Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday. The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Ibrahimovic To Leave Milan At Season's End: Club,By AFP - Agence France Presse   June 3 2023    Order Reprints   Print Article      Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Verona the Serie A club said on Saturday. "Tomorrow (Sunday) evening after the final game of the season... AC Milan will say goodbye to Zlatan Ibrahimovic with a brief ceremony" Milan said in a statement. "AC Milan would like to thank Zlatan for the magnificent time that we have spent together." Ibrahimovic was a key figure in Milan's resurgence to the top of Italian football after his return to the club as a free agent in late 2019 helping to bring them back from the doldrums and eventually win Serie A last season.,news,2023-06-03
Ibrahimovic to leave Milan at season's end: club,Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Verona the Serie A club said on Saturday.'Tomorrow (Sunday) evening after the final game of the season… AC Milan will say goodbye to Zlatan Ibrahimovic with a brief ceremony' Milan said in a statement.'AC Milan would like to thank Zlatan for the magnificent time that we have spent together.'Ibrahimovic was a key figure in Milan's resurgence to the top of Italian football after his return to the club as a free agent in late 2019 helping to bring them back from the doldrums and eventually win Serie A last season.,news,2023-06-03
Serie A: Ibrahimovic will not extend his contract with Milan after the season,Published : Jun 03 2023 22:27 IST   CHENNAI - 1 MIN READ After winning the Scudetto in 2011 with Milan Ibrahimovic arrived at the club for his second spell in 2020 and helped the club win the title last season. | Photo Credit: REUTERSAfter winning the Scudetto in 2011 with Milan Ibrahimovic arrived at the club for his second spell in 2020 and helped the club win the title last season. | Photo Credit: REUTERSAC Milan confirmed on Saturday that Sweden forward Zlatan Ibrahimovic will not extend his contract after the season.,sport,2023-06-03
Ibrahimovic retires from football,football04 June 2023 21:49| © ReutersZlatan Ibrahimovic © Gallo Images AC Milan's Sweden striker Zlatan Ibrahimovic said on Sunday he had decided to end his football career.  The 41-year-old's Milan contract expires at the end of June and will not be renewed following a season plagued by injuries prompting him to end a remarkable and successful career.  Ibrahimovic arrived in Milan for his second spell with the club in early 2020 having won the Scudetto with them in 2011 and helped them win the title again last season.,news,2023-06-04
Soccer-Milan say Ibrahimovic will not extend contract,(Reuters) – Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Confirmed: Zlatan Ibrahimovic to leave AC Milan – thanks tonight,Confirmed: Zlatan Ibrahimovic to leave AC Milan – thanks tonightHighlights: Zlatan Ibrahimovic will not sign a new contract with AC Milan. The Italian club confirmed this on Saturday. The 41-year-old will be thanked tonight in connection with this season's league game against Hellas Verona. Monza have confirmed that they are interested in signing the Swede. He has hinted that he wants to extend his career and has won two league titles at the San Siro in 2011 and 2022. He became the league's all-time leading scorer as he scored a penalty.,sport,2023-06-04
Zlatan Ibrahimović Announces Retirement After 22-Year Career with AC Milan More,Timothy Rapp@@TRappaRTFeatured Columnist IVJune 4 2023Francesco Scaccianoce/Getty ImagesLongtime superstar and AC Milan striker Zlatan Ibrahimović announced his retirement from football on Sunday.Lega Serie A @SerieA_ENZlatan Ibrahimović:"The time has arrived to say goodbye".We will miss you forever and 𝐀𝐋𝐖𝐀𝐈𝐙❤️🖤Good luck in retirement 👏 pic.twitter.com/vF0w3kCKU9Ibrahimović played for Malmö FF Ajax Juventus Inter Milan Barcelona two stints with AC Milan Paris Saint-Germain Manchester United and LA Galaxy during his 22-year career.,entertainment,2023-06-04
Zlatan Ibrahimovic to leave AC Milan on free transfer,playZlatan admits he's 'panicking' about life after football (2:18)Zlatan Ibrahimovic tells Gab & Juls why he has no plans to call time on his playing days just yet. (2:18)Jun 3 2023 05:41 PMZlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said Saturday.The 41-year-old Sweden international's contract expires at the end of June and will not be renewed following a season beset by injuries.- Stream on +: LaLiga Bundesliga more (U.S.)Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,sport,2023-06-04
"I wan die": Zlatan Skibi Mayor cry after 10mins football at Barca clip trend,Days after Spotify sent a private jet to Nigeria to convey Afrobeat artists Zlatan Ibile Mayorkun and Skiibii to Barcelona the hat-trick of singers has stirred chaos in the Catalan capitalIn a trending clip shared online by popular Afrobeat podcaster Shopsdoo Zlatan Mayorkun and Skiibii were all seen looking wholly exhausted after a few minutes of football The singers along with some of their other colleagues were seen having a 5-aside kick around at one of the training facilities of FC BarcelonaNigerian singers Zlatan Ibile Mayorkun and Skiibii trend online after clips of them partaking in a 5-aside football challenge inside one of the training facilities of Barcelona football club.,news,2023-06-01
Zlatan Ibrahimovic Officially Retires With Emotional AC Milan Farewell,Zlatan Ibrahimovic is done with football. The Swede striker confirmed his decision to retire on Sunday after it was reported that he's not going back to AC Milan after the season ends.Apparently Zlatan isn't moving somewhere else. Instead he's bidding farewell to the game that he has played professionally for 24 yearsAfter AC Milan ended their Serie A season with a 3-1 win over Hellas Verona on Sunday Zlatan–who did not feature in the game due to injury–addressed the crowd at San Siro and got emotional as he shared his decision to 'say goodbye to football.,sport,2023-06-04
Zlatan Ibrahimovic to Leave AC Milan After Contract Expires at the End of Season,Zlatan Ibrahimovic is set to leave AC Milan after his contract expires at the end of the season. The Swedish legend had rejoined AC Milan in 2020 and helped them win the Scudetto in the 2021-22 season. Ibrahimovic has played only four games this season after having a hard time with injuries. "AC Milan will bid farewell to Zlatan Ibrahimovic with a brief ceremony involving all the crowd' a club spokesperson as quoted by Star said. . Zlatan Ibrahimovic to Leave AC Milan 🚨 Zlatan Ibrahimović leaves AC Milan.,news,2023-06-04
Milan say Zlatan Ibrahimovic will not extend contract,Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Zlatan Ibrahimović set to retire from football,In a moment that some felt may never come the seemingly invincible Zlatan Ibrahimović is set to retire from football.The 41-year-old said goodbye to the  crowd this evening after the Rossoneri's 3-1 victory over Hellas Verona sharing an emotional moment with tens of thousands in the San Siro and many more across the world.'The time has arrived to say goodbye.' Zlatan said to the  faithful in a speech after the match.The Swede has donned the shirt of many of Europe's great clubs with lengthy spells at Juventus Inter  Barcelona and PSG where he made a personal record 180 appearances.,news,2023-06-04
Zlatan Ibrahimovic to leave AC Milan on free transfer,playZlatan admits he's 'panicking' about life after football (2:18)Zlatan Ibrahimovic tells Gab & Juls why he has no plans to call time on his playing days just yet. (2:18)Jun 4 2023 02:41 AMZlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said Saturday.The 41-year-old Sweden international's contract expires at the end of June and will not be renewed following a season beset by injuries.- Stream on +: LaLiga Bundesliga more (U.S.)Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,sport,2023-06-03
BREAKING NEWS: Zlatan Ibrahimovic has RETIRED from football,Zlatan Ibrahimovic has retired from football with immediate effect By Samuel Draper For Mailonline  Published:  17:41 EDT 4 June 2023   |  Updated:  17:41 EDT 4 June 2023    Zlatan Ibrahimovic has confirmed his retirement from football with immediate effect after his AC Milan contract ended.Fans at the San Siro bid farewell to the Swedish striker ahead of his final game for the club and while he said he was not going to retire it now appears that the 41-year-old has changed his mind and quit the beautiful game.,news,2023-06-04
Zlatan Ibrahimovic to leave AC Milan on free transfer,playZlatan admits he's 'panicking' about life after football (2:18)Zlatan Ibrahimovic tells Gab & Juls why he has no plans to call time on his playing days just yet. (2:18)Jun 4 2023 12:41 AMZlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said Saturday.The 41-year-old Sweden international's contract expires at the end of June and will not be renewed following a season beset by injuries.- Stream on +: LaLiga Bundesliga more (U.S.)Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Zlatan Ibrahimovic announces retirement from football,Zlatan Ibrahimovic has announced he is retiring from football aged 41.,news,2023-06-04
Zlatan Ibrahimovic to leave AC Milan on free transfer,Jun 3 2023 12:41 PM ETZlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Sweden international's contract expires at the end of June and will not be renewed following a season beset by injuries.- Stream on +: LaLiga Bundesliga more (U.S.)Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Ibrahimovic verlässt AC Mailand,Wird den AC Mailand verlassen: Zlatan Ibrahimovic (l).   Foto: Andrea Bressanutti/LaPresse via ZUMA Press/dpa     Mailand  Der Schwede Zlatan Ibrahimovic verlässt den italienischen Fußball-Club AC Mailand und wird am Sonntag groß verabschiedet.   Der Schwede Zlatan Ibrahimovic verlässt den italienischen Fußball-Club AC Mailand und wird am Sonntag groß verabschiedet. 'Der AC Mailand möchte Zlatan für die großartigen gemeinsamen Jahre danken' teilte der Club mit und kündigte nach dem Abpfiff des letzten Saisonspiels gegen Hellas Verona (21.,sport,2023-06-03
The end of an era! Zlatan Ibrahimovic announces his official retirement from football,June 4 will go down in history as the day on which Zlatan Ibrahimovic said goodbye to football. He 41 year old Swedish footballer who was currently active in the AC Milan of the Italian first division announced his retirement at the San Siro after the duel between the Rossoneri and Hellas Verona on the last day of the 22/23 season of Serie A.Tears in everyone's eyes.Zlatan is immense❤️🖤 pic.twitter.com/ZiCwzdWTZB— Lega Serie A (@SerieA_EN) June 4 2023The legendary footballer took the microphone and directed a few words towards the Milan fans.,sport,2023-06-04
Soccer-Milan say Ibrahimovic will not extend contract,FILE PHOTO: Soccer Football - Champions League - Quarter Finals - First Leg - AC Milan v Napoli - San Siro Milan Italy - April 12 2023 AC Milan's Zlatan Ibrahimovic is seen during the match REUTERS/Daniele Mascolo   (Reuters) - Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Zlatan Ibrahimović: Ex-LA Galaxy star retires from professional soccer,Zlatan Ibrahimović an iconic and generational striker has retired from professional soccer.    The former LA Galaxy star age 41 announced his decision Sunday after AC Milan's final game of the 2022-23 Serie A season. The Swedish legend had explored the possibility of continuing playing but called it quits after injuries limited his role with I Rossoneri.   "The time has come to say goodbye to football not to you" Ibrahimović said at the San Siro.   Ibrahimović's professional career spanned from 1999-2023 playing for famed European clubs like Ajax Paris Saint-Germain Manchester United FC Barcelona AC Milan and more.,news,2023-06-04
Football: Zlatan Ibrahimovic says "goodbye to football" at 41,Highlights: Swedish striker Zlatan Ibrahimovic announced the end of his playing career at the age of 41. He told AC Milan fans on Sunday night that it was "the time to say goodbye to football" Due to repeated injuries the forty-year-old has hardly been able to play this season. The Swede started just one game this season in March in the 3-1 win at Udinese. He has also played for Ajax Amsterdam Juventus Inter Milan FC Barcelona Paris Saint-Germain and Manchester United.Swedish striker Zlatan Ibrahimovic announced the end of his playing career at the age of 41 telling AC Milan fans on Sunday night that it was "the time to say goodbye to football".,sport,2023-06-04
Tearful Zlatan Ibrahimovic 41 retires from football and teases next job as AC Milan legend says emotional goodbye,ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.,news,2023-06-04
Zlatan Ibrahimovic: AC Milan striker to leave Serie A club after Verona game,Zlatan Ibrahimovic will leave AC Milan after their final match of the season against Hellas Verona on Sunday.,news,2023-06-03
Zlatan Ibrahimovic Set to Depart AC Milan After Final Match,(MENAFN) AC Milan announced on Saturday that Zlatan Ibrahimovic will be leaving the club following their last match of the season against Verona. In a statement the Serie A club confirmed that a ... ...... read full story,news,2023-06-04
Milan say Ibrahimovic will not extend contract,Soccer Football - Champions League - Quarter Finals - First Leg - AC Milan v Napoli - San Siro Milan Italy - April 12 2023 AC Milan's Zlatan Ibrahimovic is seen during the match REUTERS/Daniele MascoloJune 3 (Reuters) - Striker Zlatan Ibrahimovic will not extend his contract with AC Milan the Serie A club said on Saturday.The 41-year-old Swedish international's contract expires at the end of June and will not be renewed following a season plagued by injuries.Ibrahimovic has played only four matches in Serie A this season getting a total of 144 minutes on the field but became the oldest goalscorer in the league's history when he scored his only goal of the season by converting a penalty in a 3-1 loss at Udinese in March.,news,2023-06-03
Milan's Zlatan Ibrahimovic retires from football,Zlatan Ibrahimovic shows his love for AC Milan's fans after announcing his retirement from football. (AP PHOTO)Zlatan Ibrahimovic has announced his retirement from football at the age of 41.FacebookTwitterWhatsappEmailWe care about the protection of your data. Read our Privacy Policy.,news,2023-06-04
Zlatan Ibrahimovic to Depart AC Milan After Last Match of the Season: Club Announcement,Swedish striker Zlatan Ibrahimovic will leave AC Milan aged 41 after the last league match of the season against Hellas Verona on Sunday the Italian club announced on Saturday.« Tomorrow evening after the last match of the season… AC Milan will say goodbye to Zlatan Ibrahimovic after a brief ceremony ' writes the Milanese club in a press release. ' AC Milan would like to thank Zlatan for the wonderful times we spent together ' continues the club.Ibrahimovic 41 returned to Milan in 2019 and was crowned Italian champion last season.,news,2023-06-03
Zlatan Ibrahimovic breaks down in tears as he confirms retirement from football,Zlatan Ibrahimovic 41 has announced his decision to retire from football after spending the majority of the 22/23 season on the sidelines due to injury,news,2023-06-04
Tearful Ibrahimovic 41 retires from football as Milan legend says goodbye,end of an era Published: 22:38 4 Jun 2023Updated: 22:38 4 Jun 2023ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.Zlatan Ibrahimovic has retired from football aged 41Credit: GettyIbrahimovic appears emotional as he watches on from the sidelinesCredit: Getty— Lega Serie A (@SerieA_EN) June 4 2023 **MORE TO FOLLOW**,news,2023-06-04
Zlatan Ibrahimovic's tears of joy while giving his retirement speech at AC Milan,It's over Zlatan Ibrahimovic. At the age of 41 the Swedish striker announced his retirement from soccer after AC Milan's match against Verona. After a season where he only played four games due to knee problems the 'Rossoneri' decided to put an end to his history in professional soccer with tears of joy.Zlatan Ibrahimovic's tears of joy while giving his retiring speech at AC MilanTwitterThe end of an era for Zlatan IbrahimovicAt the end of the match at San Siro Ibra said. "There are so many memories so many emotions.,sport,2023-06-04
'GODbye': AC Milan bid farewell to Zlatan Ibrahimovic,Published:  16:15 EDT 4 June 2023   |  Updated:  16:16 EDT 4 June 2023    AC Milan Fans  have bid farewell to Zlatan Ibrahmiovic with a huge sign reading 'Godbye' at their final game of the season against Verona.The 41-year-old is not playing in the game as he nurses an injury but will leave the club when his contract expires this summer.It will end a 17-year love affair with the San Siro where Zlatan has spent nine seasons of his career.  He has played for both Milan clubs racking up 159 goals and nine trophies in 229 games.,news,2023-06-04
Tearful Ibrahimovic 41 retires from football as Milan legend says goodbye,end of an era Published: 22:38 4 Jun 2023ZLATAN Ibrahimovic has retired from football with immediate effect.The Sweden legend 41 announced he was hanging up his boots following AC Milan's Serie A match against Verona.Zlatan Ibrahimovic has retired from football aged 41Credit: GettyIbrahimovic appears emotional as he watches on from the sidelinesCredit: Getty— Lega Serie A (@SerieA_EN) June 4 2023 **MORE TO FOLLOW**,news,2023-06-04
Zlatan Ibrahimovic bursts into tears at San Siro as AC Milan icon retires at 41,Zlatan Ibrahimovic: The iconic Swede has decided to retire. (Image: Twitter/Lega Serie A)Zlatan Ibrahimovic struggled to hold back his tears after announcing his decision to retire from football at the age of 41 following AC Milan's final game of the season on Sunday. The iconic Swede who played for two seasons in the Premier League with Manchester United is finally set to hang up his boots after a remarkable career that spanned across three decades and saw him collect domestic titles with five different clubs.,sport,2023-06-04
‘The time has come to say goodbye' – Zlatan Ibrahimovic retires aged 41,Zlatan Ibrahimovic has announced his retirement from football at the age of 41.The AC Milan striker made the announcement on the San Siro pitch following his club's final game of the Serie A season.'I have many memories and many emotions in here' the Sweden international said.You bow to no one King ??@Ibra_official #SempreMilan pic.twitter.com/R90EnbEoTp— AC Milan (@acmilan) June 4 2023 'The first time I arrived here you gave me happiness. The second time love. I will be a Milan fan for life.,news,2023-06-04
